C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_00_891.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_00_891.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_00_891.jpg, 0, 0, 0, 1.016236
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_00_999.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_00_999.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_00_999.jpg, 0, 0, 0, 1.007985
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_01_103.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_01_103.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_01_103.jpg, 0, 0, 0, 0.9998854
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_01_208.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_01_208.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_01_208.jpg, 0, 0, 0, 0.9902791
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_01_309.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_01_309.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_01_309.jpg, 0, 0, 0, 0.9823667
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_01_409.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_01_409.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_01_409.jpg, 0, 0, 0, 0.974538
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_01_513.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_01_513.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_01_513.jpg, 0, 0.0219099, 0, 0.9788612
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_01_616.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_01_616.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_01_616.jpg, -0.0437094, 0.3278202, 0, 0.6983123
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_01_720.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_01_720.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_01_720.jpg, -0.3327036, 0.6168144, 0, 0.1207077
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_01_822.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_01_822.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_01_822.jpg, -0.6378192, 0.92193, 0, 0.7399831
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_01_929.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_01_929.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_01_929.jpg, -0.9941275, 1, 0, 1.943003
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_02_034.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_02_034.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_02_034.jpg, -1, 1, 0, 2.950749
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_02_140.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_02_140.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_02_140.jpg, -0.9640171, 1, 0, 4.05271
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_02_247.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_02_247.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_02_247.jpg, -0.6159493, 1, 0, 5.453111
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_02_355.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_02_355.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_02_355.jpg, -0.3198291, 1, 0, 6.615669
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_02_461.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_02_461.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_02_461.jpg, -0.006584447, 1, 0, 7.748983
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_02_567.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_02_567.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_02_567.jpg, 0, 1, 0, 9.097692
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_02_672.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_02_672.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_02_672.jpg, -0.2925465, 1, 0, 10.18847
C:\Users\tanishq.000\Desktop\New folder\IMG\center_2023_04_14_16_27_02_774.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\left_2023_04_14_16_27_02_774.jpg, C:\Users\tanishq.000\Desktop\New folder\IMG\right_2023_04_14_16_27_02_774.jpg, -0.5583243, 1, 0, 11.20485
